zip,addresses,hospitality_companies,police_locations,parks,sport_facilities,child_facilities,elderly_facilities,toilets,handicapp,transport_rental,community_facilities,fountains,street_art,social_centers,street_lights,churches
8052,0.10753197536712458,0.0016795142328065113,0.0,0.0003875802075707334,0.00030145127255501485,0.0012488695577279186,0.0001291934025235778,4.306446750785927e-05,0.00021532233753929631,0.0002583868050471556,4.306446750785927e-05,0.0013780629602514966,0.0001291934025235778,0.0,0.05710348391542139,0.0001291934025235778
8001,0.20958394602543032,0.03589654874145835,0.0004324885390537151,0.0012109679093504021,8.649770781074301e-05,0.0011244702015396591,0.00025949312343222903,0.0013839633249718881,0.0029409220655652623,0.0018164518640256034,0.0,0.012801660755989966,0.005708848715509039,8.649770781074301e-05,0.2566386990744745,0.0009514747859181732
8047,0.09628154050464807,0.0012865205843293492,0.0,0.00016600265604249667,0.0001245019920318725,0.001452523240371846,0.00020750332005312086,0.0001245019920318725,0.0003735059760956175,0.00033200531208499334,4.150066401062417e-05,0.001203519256308101,0.000249003984063745,4.150066401062417e-05,0.043700199203187254,0.0001245019920318725
8055,0.09618260181194477,0.001407335737531885,0.0,0.0003078546925850998,0.00017591696719148562,0.0015832527047233706,0.000219896208989357,0.0001319377253936142,0.0006596886269680711,0.00035183393438297124,4.3979241797871405e-05,0.00219896208989357,0.0001319377253936142,0.0,0.05220336001407336,0.00017591696719148562
8053,0.16720334889711802,0.0008050233456770246,0.0,0.001046530349380132,8.050233456770246e-05,0.001207535018515537,8.050233456770246e-05,0.00016100466913540493,0.0004025116728385123,0.0002415070037031074,8.050233456770246e-05,0.003139591048140396,0.0008050233456770246,0.0,0.074947673482531,0.0002415070037031074
8044,0.15865161589608784,0.001778258852636462,0.0,0.0010824184320395857,0.0002319468068656255,0.0008504716251739601,7.731560228854182e-05,7.731560228854182e-05,0.0027833616823875057,0.0003092624091541673,0.0,0.003556517705272924,0.0006958404205968764,0.0,0.09710839647440854,0.0002319468068656255
8037,0.10281887892861,0.0022140619937358248,0.0,0.0008100226806350577,0.00010800302408467438,0.0015120423371854411,0.00021600604816934875,0.00010800302408467438,0.0006480181445080463,0.0009180257047197322,0.00010800302408467438,0.002322065017820499,0.0003780105842963603,5.400151204233719e-05,0.07344205637757857,0.00021600604816934875
8045,0.13356009070294786,0.004761904761904762,7.558578987150416e-05,0.0006802721088435374,0.0003023431594860166,0.001436130007558579,0.00022675736961451248,0.00022675736961451248,0.0008314436885865457,0.0008314436885865457,0.0,0.0020408163265306124,0.0003023431594860166,0.0,0.07520786092214664,7.558578987150416e-05
8005,0.08311547378286391,0.010309278350515464,9.865338134464559e-05,0.00019730676268929118,4.9326690672322796e-05,0.0013811473388250382,0.00014798007201696837,0.00029596014403393675,0.002170374389582203,0.0014798007201696837,4.9326690672322796e-05,0.0017757608642036205,0.0006905736694125191,4.9326690672322796e-05,0.09742021407783752,9.865338134464559e-05
8003,0.0696218487394958,0.005210084033613446,4.201680672268908e-05,0.0002100840336134454,8.403361344537815e-05,0.0008823529411764706,4.201680672268908e-05,0.00025210084033613445,0.0009243697478991597,0.0007563025210084033,0.0,0.00226890756302521,0.001092436974789916,0.0,0.04310924369747899,0.0001680672268907563
8002,0.12397820163487738,0.005979412655161974,0.00015137753557372085,0.0006811989100817438,0.00015137753557372085,0.001589464123524069,0.0,0.0003027550711474417,0.0015137753557372085,0.0009082652134423251,0.0,0.004087193460490463,0.004087193460490463,0.0,0.1128519527702089,0.00015137753557372085
8041,0.15117493472584856,0.0010443864229765013,0.0,0.0016971279373368146,0.0005221932114882506,0.0019582245430809398,0.0002610966057441253,0.0,0.000783289817232376,0.000391644908616188,0.00013054830287206266,0.0045691906005221935,0.000391644908616188,0.0,0.0839425587467363,0.0002610966057441253
8064,0.10193032015065913,0.0023540489642184556,0.0,0.00023540489642184556,0.0007062146892655367,0.0011770244821092278,0.0007062146892655367,0.00023540489642184556,0.00047080979284369113,0.0007062146892655367,0.00023540489642184556,0.0035310734463276836,0.0018832391713747645,0.0,0.150894538606403,0.00023540489642184556
8143,0.004313443565780014,0.0004792715073088905,0.0,0.0007189072609633358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011981787682722263,0.0,0.0,0.010064701653486701,0.0
